"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2014"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Middletown",900747360,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Milford",900947535,"All","37 weeks or more","All","All","2014"
"Milford",900947535,"All","37 weeks or more","All","No","2014"
"Milford",900947535,"All","37 weeks or more","All","Unknown","2014"
"Milford",900947535,"All","37 weeks or more","All","Yes","2014"
"Milford",900947535,"All","37 weeks or more","First Trimester","All","2014"
"Milford",900947535,"All","37 weeks or more","None","All","2014"
"Milford",900947535,"All","37 weeks or more","Second Trimester","All","2014"
"Milford",900947535,"All","37 weeks or more","Third Trimester","All","2014"
"Milford",900947535,"All","37 weeks or more","Unknown","All","2014"
"Milford",900947535,"All","All","All","All","2014"
"Milford",900947535,"All","All","All","No","2014"
"Milford",900947535,"All","All","All","Unknown","2014"
"Milford",900947535,"All","All","All","Yes","2014"
"Milford",900947535,"All","All","First Trimester","All","2014"
"Milford",900947535,"All","All","None","All","2014"
"Milford",900947535,"All","All","Second Trimester","All","2014"
"Milford",900947535,"All","All","Third Trimester","All","2014"
"Milford",900947535,"All","All","Unknown","All","2014"
"Milford",900947535,"All","Gestational age unknown","All","All","2010-2014"
"Milford",900947535,"All","Gestational age unknown","All","No","2010-2014"
"Milford",900947535,"All","Gestational age unknown","All","Unknown","2010-2014"
"Milford",900947535,"All","Gestational age unknown","All","Yes",NA
"Milford",900947535,"All","Gestational age unknown","First Trimester","All",NA
"Milford",900947535,"All","Gestational age unknown","None","All",NA
"Milford",900947535,"All","Gestational age unknown","Second Trimester","All",NA
"Milford",900947535,"All","Gestational age unknown","Third Trimester","All",NA
"Milford",900947535,"All","Gestational age unknown","Unknown","All","2010-2014"
"Milford",900947535,"All","Less than 37 weeks","All","All","2014"
"Milford",900947535,"All","Less than 37 weeks","All","No","2014"
"Milford",900947535,"All","Less than 37 weeks","All","Unknown",NA
"Milford",900947535,"All","Less than 37 weeks","All","Yes","2014"
"Milford",900947535,"All","Less than 37 weeks","First Trimester","All","2014"
"Milford",900947535,"All","Less than 37 weeks","None","All","2014"
"Milford",900947535,"All","Less than 37 weeks","Second Trimester","All","2014"
"Milford",900947535,"All","Less than 37 weeks","Third Trimester","All",NA
"Milford",900947535,"All","Less than 37 weeks","Unknown","All","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","None","All","2010-2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2010-2014"
"Milford",900947535,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","None","All","2010-2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Milford",900947535,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Monroe",900148620,"All","37 weeks or more","All","All","2014"
"Monroe",900148620,"All","37 weeks or more","All","No","2014"
"Monroe",900148620,"All","37 weeks or more","All","Unknown","2012-2014"
"Monroe",900148620,"All","37 weeks or more","All","Yes","2012-2014"
"Monroe",900148620,"All","37 weeks or more","First Trimester","All","2014"
"Monroe",900148620,"All","37 weeks or more","None","All","2012-2014"
"Monroe",900148620,"All","37 weeks or more","Second Trimester","All","2014"
"Monroe",900148620,"All","37 weeks or more","Third Trimester","All","2014"
"Monroe",900148620,"All","37 weeks or more","Unknown","All","2012-2014"
"Monroe",900148620,"All","All","All","All","2014"
"Monroe",900148620,"All","All","All","No","2014"
"Monroe",900148620,"All","All","All","Unknown","2012-2014"
"Monroe",900148620,"All","All","All","Yes","2012-2014"
"Monroe",900148620,"All","All","First Trimester","All","2014"
"Monroe",900148620,"All","All","None","All","2012-2014"
"Monroe",900148620,"All","All","Second Trimester","All","2014"
"Monroe",900148620,"All","All","Third Trimester","All","2014"
"Monroe",900148620,"All","All","Unknown","All","2012-2014"
"Monroe",900148620,"All","Gestational age unknown","All","All","2010-2014"
"Monroe",900148620,"All","Gestational age unknown","All","No","2010-2014"
"Monroe",900148620,"All","Gestational age unknown","All","Unknown",NA
"Monroe",900148620,"All","Gestational age unknown","All","Yes",NA
"Monroe",900148620,"All","Gestational age unknown","First Trimester","All",NA
"Monroe",900148620,"All","Gestational age unknown","None","All",NA
"Monroe",900148620,"All","Gestational age unknown","Second Trimester","All",NA
"Monroe",900148620,"All","Gestational age unknown","Third Trimester","All",NA
"Monroe",900148620,"All","Gestational age unknown","Unknown","All","2010-2014"
"Monroe",900148620,"All","Less than 37 weeks","All","All","2014"
"Monroe",900148620,"All","Less than 37 weeks","All","No","2014"
"Monroe",900148620,"All","Less than 37 weeks","All","Unknown",NA
"Monroe",900148620,"All","Less than 37 weeks","All","Yes",NA
"Monroe",900148620,"All","Less than 37 weeks","First Trimester","All","2014"
"Monroe",900148620,"All","Less than 37 weeks","None","All",NA
"Monroe",900148620,"All","Less than 37 weeks","Second Trimester","All","2014"
"Monroe",900148620,"All","Less than 37 weeks","Third Trimester","All",NA
"Monroe",900148620,"All","Less than 37 weeks","Unknown","All",NA
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","All","Yes",NA
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2012-2014"
"Monroe",900148620,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Monroe",900148620,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Montville",901148900,"All","37 weeks or more","All","All","2014"
"Montville",901148900,"All","37 weeks or more","All","No","2014"
"Montville",901148900,"All","37 weeks or more","All","Unknown",NA
"Montville",901148900,"All","37 weeks or more","All","Yes","2014"
"Montville",901148900,"All","37 weeks or more","First Trimester","All","2014"
"Montville",901148900,"All","37 weeks or more","None","All","2012-2014"
"Montville",901148900,"All","37 weeks or more","Second Trimester","All","2014"
"Montville",901148900,"All","37 weeks or more","Third Trimester","All","2012-2014"
"Montville",901148900,"All","37 weeks or more","Unknown","All","2012-2014"
"Montville",901148900,"All","All","All","All","2014"
"Montville",901148900,"All","All","All","No","2014"
"Montville",901148900,"All","All","All","Unknown","2010-2014"
"Montville",901148900,"All","All","All","Yes","2014"
"Montville",901148900,"All","All","First Trimester","All","2014"
"Montville",901148900,"All","All","None","All","2012-2014"
"Montville",901148900,"All","All","Second Trimester","All","2014"
"Montville",901148900,"All","All","Third Trimester","All","2012-2014"
"Montville",901148900,"All","All","Unknown","All","2012-2014"
"Montville",901148900,"All","Gestational age unknown","All","All","2010-2014"
"Montville",901148900,"All","Gestational age unknown","All","No","2010-2014"
"Montville",901148900,"All","Gestational age unknown","All","Unknown","2010-2014"
"Montville",901148900,"All","Gestational age unknown","All","Yes",NA
"Montville",901148900,"All","Gestational age unknown","First Trimester","All",NA
"Montville",901148900,"All","Gestational age unknown","None","All",NA
"Montville",901148900,"All","Gestational age unknown","Second Trimester","All",NA
"Montville",901148900,"All","Gestational age unknown","Third Trimester","All",NA
"Montville",901148900,"All","Gestational age unknown","Unknown","All","2010-2014"
"Montville",901148900,"All","Less than 37 weeks","All","All","2014"
"Montville",901148900,"All","Less than 37 weeks","All","No","2014"
"Montville",901148900,"All","Less than 37 weeks","All","Unknown",NA
"Montville",901148900,"All","Less than 37 weeks","All","Yes","2012-2014"
"Montville",901148900,"All","Less than 37 weeks","First Trimester","All","2014"
"Montville",901148900,"All","Less than 37 weeks","None","All",NA
"Montville",901148900,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"Montville",901148900,"All","Less than 37 weeks","Third Trimester","All","2012-2014"
"Montville",901148900,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2012-2014"
"Montville",901148900,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2010-2014"
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Montville",901148900,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2010-2014"
"Morris",900549460,"All","37 weeks or more","All","All","2014"
"Morris",900549460,"All","37 weeks or more","All","No","2014"
"Morris",900549460,"All","37 weeks or more","All","Unknown",NA
"Morris",900549460,"All","37 weeks or more","All","Yes","2012-2014"
"Morris",900549460,"All","37 weeks or more","First Trimester","All","2014"
"Morris",900549460,"All","37 weeks or more","None","All",NA
"Morris",900549460,"All","37 weeks or more","Second Trimester","All","2014"
"Morris",900549460,"All","37 weeks or more","Third Trimester","All",NA
"Morris",900549460,"All","37 weeks or more","Unknown","All",NA
"Morris",900549460,"All","All","All","All","2014"
"Morris",900549460,"All","All","All","No","2014"
"Morris",900549460,"All","All","All","Unknown","2010-2014"
"Morris",900549460,"All","All","All","Yes","2012-2014"
"Morris",900549460,"All","All","First Trimester","All","2014"
"Morris",900549460,"All","All","None","All",NA
"Morris",900549460,"All","All","Second Trimester","All","2014"
"Morris",900549460,"All","All","Third Trimester","All",NA
"Morris",900549460,"All","All","Unknown","All","2010-2014"
"Morris",900549460,"All","Gestational age unknown","All","All","2010-2014"
"Morris",900549460,"All","Gestational age unknown","All","No",NA
"Morris",900549460,"All","Gestational age unknown","All","Unknown","2010-2014"
"Morris",900549460,"All","Gestational age unknown","All","Yes",NA
"Morris",900549460,"All","Gestational age unknown","First Trimester","All",NA
"Morris",900549460,"All","Gestational age unknown","None","All",NA
"Morris",900549460,"All","Gestational age unknown","Second Trimester","All",NA
"Morris",900549460,"All","Gestational age unknown","Third Trimester","All",NA
"Morris",900549460,"All","Gestational age unknown","Unknown","All","2010-2014"
"Morris",900549460,"All","Less than 37 weeks","All","All","2012-2014"
"Morris",900549460,"All","Less than 37 weeks","All","No","2012-2014"
"Morris",900549460,"All","Less than 37 weeks","All","Unknown",NA
"Morris",900549460,"All","Less than 37 weeks","All","Yes","2012-2014"
"Morris",900549460,"All","Less than 37 weeks","First Trimester","All","2012-2014"
"Morris",900549460,"All","Less than 37 weeks","None","All",NA
"Morris",900549460,"All","Less than 37 weeks","Second Trimester","All","2010-2014"
"Morris",900549460,"All","Less than 37 weeks","Third Trimester","All",NA
"Morris",900549460,"All","Less than 37 weeks","Unknown","All",NA
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","All","All","2012-2014"
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","All","No","2012-2014"
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2012-2014"
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All",NA
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Morris",900549460,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","All","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","All","No",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Morris",900549460,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Naugatuck",900949950,"All","37 weeks or more","All","All","2014"
"Naugatuck",900949950,"All","37 weeks or more","All","No","2014"
"Naugatuck",900949950,"All","37 weeks or more","All","Unknown","2012-2014"
"Naugatuck",900949950,"All","37 weeks or more","All","Yes","2014"
"Naugatuck",900949950,"All","37 weeks or more","First Trimester","All","2014"
"Naugatuck",900949950,"All","37 weeks or more","None","All","2012-2014"
"Naugatuck",900949950,"All","37 weeks or more","Second Trimester","All","2014"
"Naugatuck",900949950,"All","37 weeks or more","Third Trimester","All","2014"
"Naugatuck",900949950,"All","37 weeks or more","Unknown","All","2012-2014"
"Naugatuck",900949950,"All","All","All","All","2014"
"Naugatuck",900949950,"All","All","All","No","2014"
"Naugatuck",900949950,"All","All","All","Unknown","2012-2014"
"Naugatuck",900949950,"All","All","All","Yes","2014"
"Naugatuck",900949950,"All","All","First Trimester","All","2014"
"Naugatuck",900949950,"All","All","None","All","2012-2014"
"Naugatuck",900949950,"All","All","Second Trimester","All","2014"
"Naugatuck",900949950,"All","All","Third Trimester","All","2014"
"Naugatuck",900949950,"All","All","Unknown","All","2012-2014"
"Naugatuck",900949950,"All","Gestational age unknown","All","All",NA
"Naugatuck",900949950,"All","Gestational age unknown","All","No",NA
"Naugatuck",900949950,"All","Gestational age unknown","All","Unknown",NA
"Naugatuck",900949950,"All","Gestational age unknown","All","Yes",NA
"Naugatuck",900949950,"All","Gestational age unknown","First Trimester","All",NA
"Naugatuck",900949950,"All","Gestational age unknown","None","All",NA
"Naugatuck",900949950,"All","Gestational age unknown","Second Trimester","All",NA
"Naugatuck",900949950,"All","Gestational age unknown","Third Trimester","All",NA
"Naugatuck",900949950,"All","Gestational age unknown","Unknown","All",NA
"Naugatuck",900949950,"All","Less than 37 weeks","All","All","2014"
"Naugatuck",900949950,"All","Less than 37 weeks","All","No","2014"
"Naugatuck",900949950,"All","Less than 37 weeks","All","Unknown",NA
"Naugatuck",900949950,"All","Less than 37 weeks","All","Yes","2014"
"Naugatuck",900949950,"All","Less than 37 weeks","First Trimester","All","2014"
"Naugatuck",900949950,"All","Less than 37 weeks","None","All","2012-2014"
"Naugatuck",900949950,"All","Less than 37 weeks","Second Trimester","All","2014"
"Naugatuck",900949950,"All","Less than 37 weeks","Third Trimester","All",NA
"Naugatuck",900949950,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","None","All","2012-2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2010-2014"
"Naugatuck",900949950,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2010-2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","None","All","2012-2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2012-2014"
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Naugatuck",900949950,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"New Britain",900350440,"All","37 weeks or more","All","All","2014"
"New Britain",900350440,"All","37 weeks or more","All","No","2014"
"New Britain",900350440,"All","37 weeks or more","All","Unknown","2010-2014"
"New Britain",900350440,"All","37 weeks or more","All","Yes","2014"
"New Britain",900350440,"All","37 weeks or more","First Trimester","All","2014"
"New Britain",900350440,"All","37 weeks or more","None","All","2014"
"New Britain",900350440,"All","37 weeks or more","Second Trimester","All","2014"
"New Britain",900350440,"All","37 weeks or more","Third Trimester","All","2014"
"New Britain",900350440,"All","37 weeks or more","Unknown","All","2014"
"New Britain",900350440,"All","All","All","All","2014"
"New Britain",900350440,"All","All","All","No","2014"
"New Britain",900350440,"All","All","All","Unknown","2012-2014"
"New Britain",900350440,"All","All","All","Yes","2014"
"New Britain",900350440,"All","All","First Trimester","All","2014"
"New Britain",900350440,"All","All","None","All","2014"
"New Britain",900350440,"All","All","Second Trimester","All","2014"
"New Britain",900350440,"All","All","Third Trimester","All","2014"
"New Britain",900350440,"All","All","Unknown","All","2014"
"New Britain",900350440,"All","Gestational age unknown","All","All","2014"
"New Britain",900350440,"All","Gestational age unknown","All","No","2014"
"New Britain",900350440,"All","Gestational age unknown","All","Unknown","2012-2014"
"New Britain",900350440,"All","Gestational age unknown","All","Yes","2014"
"New Britain",900350440,"All","Gestational age unknown","First Trimester","All","2014"
"New Britain",900350440,"All","Gestational age unknown","None","All","2014"
"New Britain",900350440,"All","Gestational age unknown","Second Trimester","All","2012-2014"
"New Britain",900350440,"All","Gestational age unknown","Third Trimester","All",NA
"New Britain",900350440,"All","Gestational age unknown","Unknown","All","2012-2014"
"New Britain",900350440,"All","Less than 37 weeks","All","All","2014"
"New Britain",900350440,"All","Less than 37 weeks","All","No","2014"
"New Britain",900350440,"All","Less than 37 weeks","All","Unknown","2010-2014"
"New Britain",900350440,"All","Less than 37 weeks","All","Yes","2014"
"New Britain",900350440,"All","Less than 37 weeks","First Trimester","All","2014"
"New Britain",900350440,"All","Less than 37 weeks","None","All","2014"
"New Britain",900350440,"All","Less than 37 weeks","Second Trimester","All","2014"
"New Britain",900350440,"All","Less than 37 weeks","Third Trimester","All","2014"
"New Britain",900350440,"All","Less than 37 weeks","Unknown","All","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","None","All","2012-2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"New Britain",900350440,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","None","All","2010-2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All","2010-2014"
"New Britain",900350440,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2014"
"New Canaan",900150580,"All","37 weeks or more","All","All","2014"
"New Canaan",900150580,"All","37 weeks or more","All","No","2014"
"New Canaan",900150580,"All","37 weeks or more","All","Unknown","2014"
"New Canaan",900150580,"All","37 weeks or more","All","Yes","2010-2014"
"New Canaan",900150580,"All","37 weeks or more","First Trimester","All","2014"
"New Canaan",900150580,"All","37 weeks or more","None","All",NA
"New Canaan",900150580,"All","37 weeks or more","Second Trimester","All","2014"
"New Canaan",900150580,"All","37 weeks or more","Third Trimester","All","2014"
"New Canaan",900150580,"All","37 weeks or more","Unknown","All","2012-2014"
"New Canaan",900150580,"All","All","All","All","2014"
"New Canaan",900150580,"All","All","All","No","2014"
"New Canaan",900150580,"All","All","All","Unknown","2014"
"New Canaan",900150580,"All","All","All","Yes","2012-2014"
"New Canaan",900150580,"All","All","First Trimester","All","2014"
"New Canaan",900150580,"All","All","None","All",NA
"New Canaan",900150580,"All","All","Second Trimester","All","2014"
"New Canaan",900150580,"All","All","Third Trimester","All","2014"
"New Canaan",900150580,"All","All","Unknown","All","2012-2014"
"New Canaan",900150580,"All","Gestational age unknown","All","All","2010-2014"
"New Canaan",900150580,"All","Gestational age unknown","All","No",NA
"New Canaan",900150580,"All","Gestational age unknown","All","Unknown","2010-2014"
"New Canaan",900150580,"All","Gestational age unknown","All","Yes",NA
"New Canaan",900150580,"All","Gestational age unknown","First Trimester","All",NA
"New Canaan",900150580,"All","Gestational age unknown","None","All",NA
"New Canaan",900150580,"All","Gestational age unknown","Second Trimester","All",NA
"New Canaan",900150580,"All","Gestational age unknown","Third Trimester","All",NA
"New Canaan",900150580,"All","Gestational age unknown","Unknown","All","2010-2014"
"New Canaan",900150580,"All","Less than 37 weeks","All","All","2014"
"New Canaan",900150580,"All","Less than 37 weeks","All","No","2014"
"New Canaan",900150580,"All","Less than 37 weeks","All","Unknown",NA
"New Canaan",900150580,"All","Less than 37 weeks","All","Yes","2012-2014"
"New Canaan",900150580,"All","Less than 37 weeks","First Trimester","All","2014"
"New Canaan",900150580,"All","Less than 37 weeks","None","All",NA
"New Canaan",900150580,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"New Canaan",900150580,"All","Less than 37 weeks","Third Trimester","All",NA
"New Canaan",900150580,"All","Less than 37 weeks","Unknown","All",NA
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","All","Yes",NA
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"New Canaan",900150580,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2010-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2010-2014"
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"New Canaan",900150580,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2010-2014"
"New Fairfield",900150860,"All","37 weeks or more","All","All","2014"
"New Fairfield",900150860,"All","37 weeks or more","All","No","2014"
"New Fairfield",900150860,"All","37 weeks or more","All","Unknown",NA
"New Fairfield",900150860,"All","37 weeks or more","All","Yes","2012-2014"
"New Fairfield",900150860,"All","37 weeks or more","First Trimester","All","2014"
"New Fairfield",900150860,"All","37 weeks or more","None","All","2010-2014"
"New Fairfield",900150860,"All","37 weeks or more","Second Trimester","All","2014"
