"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"Norwalk","All","37 weeks or more","All","Married","2014"
"Norwalk","All","37 weeks or more","All","Unknown",NA
"Norwalk","All","37 weeks or more","All","Unmarried","2014"
"Norwalk","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Norwalk","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Norwalk","All","37 weeks or more","Less than 12 years","All","2014"
"Norwalk","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Norwalk","All","37 weeks or more","Unknown","All","2012-2014"
"Norwalk","All","All","All","All","2014"
"Norwalk","All","All","All","Married","2014"
"Norwalk","All","All","All","Unknown","2010-2014"
"Norwalk","All","All","All","Unmarried","2014"
"Norwalk","All","All","College (13-16 yrs)","All","2014"
"Norwalk","All","All","High School (12 yrs or GED)","All","2014"
"Norwalk","All","All","Less than 12 years","All","2014"
"Norwalk","All","All","Post-College (17 or more yrs)","All","2014"
"Norwalk","All","All","Unknown","All","2012-2014"
"Norwalk","All","Gestational age unknown","All","All","2010-2014"
"Norwalk","All","Gestational age unknown","All","Married",NA
"Norwalk","All","Gestational age unknown","All","Unknown","2010-2014"
"Norwalk","All","Gestational age unknown","All","Unmarried",NA
"Norwalk","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Norwalk","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Norwalk","All","Gestational age unknown","Less than 12 years","All",NA
"Norwalk","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Norwalk","All","Gestational age unknown","Unknown","All","2010-2014"
"Norwalk","All","Less than 37 weeks","All","All","2014"
"Norwalk","All","Less than 37 weeks","All","Married","2014"
"Norwalk","All","Less than 37 weeks","All","Unknown",NA
"Norwalk","All","Less than 37 weeks","All","Unmarried","2014"
"Norwalk","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Norwalk","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Norwalk","All","Less than 37 weeks","Less than 12 years","All","2014"
"Norwalk","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Norwalk","All","Less than 37 weeks","Unknown","All","2012-2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Norwalk","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Norwalk","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Norwich","All","37 weeks or more","All","All","2014"
"Norwich","All","37 weeks or more","All","Married","2014"
"Norwich","All","37 weeks or more","All","Unknown",NA
"Norwich","All","37 weeks or more","All","Unmarried","2014"
"Norwich","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Norwich","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Norwich","All","37 weeks or more","Less than 12 years","All","2014"
"Norwich","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Norwich","All","37 weeks or more","Unknown","All","2012-2014"
"Norwich","All","All","All","All","2014"
"Norwich","All","All","All","Married","2014"
"Norwich","All","All","All","Unknown","2014"
"Norwich","All","All","All","Unmarried","2014"
"Norwich","All","All","College (13-16 yrs)","All","2014"
"Norwich","All","All","High School (12 yrs or GED)","All","2014"
"Norwich","All","All","Less than 12 years","All","2014"
"Norwich","All","All","Post-College (17 or more yrs)","All","2014"
"Norwich","All","All","Unknown","All","2014"
"Norwich","All","Gestational age unknown","All","All","2014"
"Norwich","All","Gestational age unknown","All","Married","2014"
"Norwich","All","Gestational age unknown","All","Unknown","2010-2014"
"Norwich","All","Gestational age unknown","All","Unmarried","2014"
"Norwich","All","Gestational age unknown","College (13-16 yrs)","All","2014"
"Norwich","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Norwich","All","Gestational age unknown","Less than 12 years","All",NA
"Norwich","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Norwich","All","Gestational age unknown","Unknown","All","2010-2014"
"Norwich","All","Less than 37 weeks","All","All","2014"
"Norwich","All","Less than 37 weeks","All","Married","2014"
"Norwich","All","Less than 37 weeks","All","Unknown","2014"
"Norwich","All","Less than 37 weeks","All","Unmarried","2014"
"Norwich","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Norwich","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Norwich","All","Less than 37 weeks","Less than 12 years","All","2014"
"Norwich","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Norwich","All","Less than 37 weeks","Unknown","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","All","Unknown","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Norwich","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2012-2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Norwich","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Old Lyme","All","37 weeks or more","All","All","2014"
"Old Lyme","All","37 weeks or more","All","Married","2014"
"Old Lyme","All","37 weeks or more","All","Unknown",NA
"Old Lyme","All","37 weeks or more","All","Unmarried","2014"
"Old Lyme","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Old Lyme","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Old Lyme","All","37 weeks or more","Less than 12 years","All","2012-2014"
"Old Lyme","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Old Lyme","All","37 weeks or more","Unknown","All","2010-2014"
"Old Lyme","All","All","All","All","2014"
"Old Lyme","All","All","All","Married","2014"
"Old Lyme","All","All","All","Unknown",NA
"Old Lyme","All","All","All","Unmarried","2014"
"Old Lyme","All","All","College (13-16 yrs)","All","2014"
"Old Lyme","All","All","High School (12 yrs or GED)","All","2014"
"Old Lyme","All","All","Less than 12 years","All","2012-2014"
"Old Lyme","All","All","Post-College (17 or more yrs)","All","2014"
"Old Lyme","All","All","Unknown","All","2010-2014"
"Old Lyme","All","Gestational age unknown","All","All","2012-2014"
"Old Lyme","All","Gestational age unknown","All","Married","2012-2014"
"Old Lyme","All","Gestational age unknown","All","Unknown",NA
"Old Lyme","All","Gestational age unknown","All","Unmarried",NA
"Old Lyme","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Old Lyme","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Old Lyme","All","Gestational age unknown","Less than 12 years","All",NA
"Old Lyme","All","Gestational age unknown","Post-College (17 or more yrs)","All","2012-2014"
"Old Lyme","All","Gestational age unknown","Unknown","All",NA
"Old Lyme","All","Less than 37 weeks","All","All","2014"
"Old Lyme","All","Less than 37 weeks","All","Married","2014"
"Old Lyme","All","Less than 37 weeks","All","Unknown",NA
"Old Lyme","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Old Lyme","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Old Lyme","All","Less than 37 weeks","High School (12 yrs or GED)","All","2012-2014"
"Old Lyme","All","Less than 37 weeks","Less than 12 years","All",NA
"Old Lyme","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Old Lyme","All","Less than 37 weeks","Unknown","All",NA
"Old Lyme","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Old Lyme","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Old Lyme","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Old Lyme","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Old Lyme","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Old Saybrook","All","37 weeks or more","All","All","2014"
"Old Saybrook","All","37 weeks or more","All","Married","2014"
"Old Saybrook","All","37 weeks or more","All","Unknown",NA
"Old Saybrook","All","37 weeks or more","All","Unmarried","2014"
"Old Saybrook","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Old Saybrook","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Old Saybrook","All","37 weeks or more","Less than 12 years","All","2014"
"Old Saybrook","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Old Saybrook","All","37 weeks or more","Unknown","All","2012-2014"
"Old Saybrook","All","All","All","All","2014"
"Old Saybrook","All","All","All","Married","2014"
"Old Saybrook","All","All","All","Unknown",NA
"Old Saybrook","All","All","All","Unmarried","2014"
"Old Saybrook","All","All","College (13-16 yrs)","All","2014"
"Old Saybrook","All","All","High School (12 yrs or GED)","All","2014"
"Old Saybrook","All","All","Less than 12 years","All","2014"
"Old Saybrook","All","All","Post-College (17 or more yrs)","All","2014"
"Old Saybrook","All","All","Unknown","All","2012-2014"
"Old Saybrook","All","Gestational age unknown","All","All",NA
"Old Saybrook","All","Gestational age unknown","All","Married",NA
"Old Saybrook","All","Gestational age unknown","All","Unknown",NA
"Old Saybrook","All","Gestational age unknown","All","Unmarried",NA
"Old Saybrook","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Old Saybrook","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Old Saybrook","All","Gestational age unknown","Less than 12 years","All",NA
"Old Saybrook","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Old Saybrook","All","Gestational age unknown","Unknown","All",NA
"Old Saybrook","All","Less than 37 weeks","All","All","2014"
"Old Saybrook","All","Less than 37 weeks","All","Married","2014"
"Old Saybrook","All","Less than 37 weeks","All","Unknown",NA
"Old Saybrook","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Old Saybrook","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Old Saybrook","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Old Saybrook","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Old Saybrook","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Old Saybrook","All","Less than 37 weeks","Unknown","All",NA
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Old Saybrook","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","All","Married","2010-2014"
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Old Saybrook","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Orange","All","37 weeks or more","All","All","2014"
"Orange","All","37 weeks or more","All","Married","2014"
"Orange","All","37 weeks or more","All","Unknown",NA
"Orange","All","37 weeks or more","All","Unmarried","2014"
"Orange","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Orange","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Orange","All","37 weeks or more","Less than 12 years","All","2014"
"Orange","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Orange","All","37 weeks or more","Unknown","All",NA
"Orange","All","All","All","All","2014"
"Orange","All","All","All","Married","2014"
"Orange","All","All","All","Unknown",NA
"Orange","All","All","All","Unmarried","2014"
"Orange","All","All","College (13-16 yrs)","All","2014"
"Orange","All","All","High School (12 yrs or GED)","All","2014"
"Orange","All","All","Less than 12 years","All","2014"
"Orange","All","All","Post-College (17 or more yrs)","All","2014"
"Orange","All","All","Unknown","All",NA
"Orange","All","Gestational age unknown","All","All",NA
"Orange","All","Gestational age unknown","All","Married",NA
"Orange","All","Gestational age unknown","All","Unknown",NA
"Orange","All","Gestational age unknown","All","Unmarried",NA
"Orange","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Orange","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Orange","All","Gestational age unknown","Less than 12 years","All",NA
"Orange","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Orange","All","Gestational age unknown","Unknown","All",NA
"Orange","All","Less than 37 weeks","All","All","2014"
"Orange","All","Less than 37 weeks","All","Married","2014"
"Orange","All","Less than 37 weeks","All","Unknown",NA
"Orange","All","Less than 37 weeks","All","Unmarried","2014"
"Orange","All","Less than 37 weeks","College (13-16 yrs)","All","2012-2014"
"Orange","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Orange","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Orange","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Orange","All","Less than 37 weeks","Unknown","All",NA
"Orange","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Orange","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Orange","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Orange","Very Low Birth Weight (under 1500 grams)","All","All","Married","2010-2014"
"Orange","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Orange","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Orange","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Oxford","All","37 weeks or more","All","All","2014"
"Oxford","All","37 weeks or more","All","Married","2014"
"Oxford","All","37 weeks or more","All","Unknown",NA
"Oxford","All","37 weeks or more","All","Unmarried","2014"
"Oxford","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Oxford","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Oxford","All","37 weeks or more","Less than 12 years","All","2014"
"Oxford","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Oxford","All","37 weeks or more","Unknown","All",NA
"Oxford","All","All","All","All","2014"
"Oxford","All","All","All","Married","2014"
"Oxford","All","All","All","Unknown",NA
"Oxford","All","All","All","Unmarried","2014"
"Oxford","All","All","College (13-16 yrs)","All","2014"
"Oxford","All","All","High School (12 yrs or GED)","All","2014"
"Oxford","All","All","Less than 12 years","All","2014"
"Oxford","All","All","Post-College (17 or more yrs)","All","2014"
"Oxford","All","All","Unknown","All",NA
"Oxford","All","Gestational age unknown","All","All",NA
"Oxford","All","Gestational age unknown","All","Married",NA
"Oxford","All","Gestational age unknown","All","Unknown",NA
"Oxford","All","Gestational age unknown","All","Unmarried",NA
"Oxford","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Oxford","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Oxford","All","Gestational age unknown","Less than 12 years","All",NA
"Oxford","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Oxford","All","Gestational age unknown","Unknown","All",NA
"Oxford","All","Less than 37 weeks","All","All","2014"
"Oxford","All","Less than 37 weeks","All","Married","2014"
"Oxford","All","Less than 37 weeks","All","Unknown",NA
"Oxford","All","Less than 37 weeks","All","Unmarried","2014"
"Oxford","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Oxford","All","Less than 37 weeks","High School (12 yrs or GED)","All","2010-2014"
"Oxford","All","Less than 37 weeks","Less than 12 years","All",NA
"Oxford","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2012-2014"
"Oxford","All","Less than 37 weeks","Unknown","All",NA
"Oxford","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Oxford","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2012-2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Oxford","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Oxford","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Oxford","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Oxford","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Oxford","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Oxford","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2010-2014"
"Oxford","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Oxford","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Oxford","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Oxford","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Plainfield","All","37 weeks or more","All","All","2014"
"Plainfield","All","37 weeks or more","All","Married","2014"
"Plainfield","All","37 weeks or more","All","Unknown",NA
"Plainfield","All","37 weeks or more","All","Unmarried","2014"
"Plainfield","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Plainfield","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Plainfield","All","37 weeks or more","Less than 12 years","All","2014"
"Plainfield","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Plainfield","All","37 weeks or more","Unknown","All","2014"
"Plainfield","All","All","All","All","2014"
"Plainfield","All","All","All","Married","2014"
"Plainfield","All","All","All","Unknown",NA
"Plainfield","All","All","All","Unmarried","2014"
"Plainfield","All","All","College (13-16 yrs)","All","2014"
"Plainfield","All","All","High School (12 yrs or GED)","All","2014"
"Plainfield","All","All","Less than 12 years","All","2014"
"Plainfield","All","All","Post-College (17 or more yrs)","All","2014"
"Plainfield","All","All","Unknown","All","2014"
"Plainfield","All","Gestational age unknown","All","All",NA
"Plainfield","All","Gestational age unknown","All","Married",NA
"Plainfield","All","Gestational age unknown","All","Unknown",NA
"Plainfield","All","Gestational age unknown","All","Unmarried",NA
"Plainfield","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Plainfield","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Plainfield","All","Gestational age unknown","Less than 12 years","All",NA
"Plainfield","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Plainfield","All","Gestational age unknown","Unknown","All",NA
"Plainfield","All","Less than 37 weeks","All","All","2014"
"Plainfield","All","Less than 37 weeks","All","Married","2014"
"Plainfield","All","Less than 37 weeks","All","Unknown",NA
"Plainfield","All","Less than 37 weeks","All","Unmarried","2014"
"Plainfield","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Plainfield","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Plainfield","All","Less than 37 weeks","Less than 12 years","All","2014"
"Plainfield","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Plainfield","All","Less than 37 weeks","Unknown","All","2010-2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Plainfield","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2012-2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Plainfield","Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2012-2014"
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Plainfield","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Plainville","All","37 weeks or more","All","All","2014"
"Plainville","All","37 weeks or more","All","Married","2014"
"Plainville","All","37 weeks or more","All","Unknown","2010-2014"
"Plainville","All","37 weeks or more","All","Unmarried","2014"
"Plainville","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Plainville","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Plainville","All","37 weeks or more","Less than 12 years","All","2014"
"Plainville","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Plainville","All","37 weeks or more","Unknown","All","2010-2014"
"Plainville","All","All","All","All","2014"
"Plainville","All","All","All","Married","2014"
"Plainville","All","All","All","Unknown","2010-2014"
"Plainville","All","All","All","Unmarried","2014"
"Plainville","All","All","College (13-16 yrs)","All","2014"
"Plainville","All","All","High School (12 yrs or GED)","All","2014"
"Plainville","All","All","Less than 12 years","All","2014"
"Plainville","All","All","Post-College (17 or more yrs)","All","2014"
"Plainville","All","All","Unknown","All","2010-2014"
"Plainville","All","Gestational age unknown","All","All","2014"
"Plainville","All","Gestational age unknown","All","Married","2014"
"Plainville","All","Gestational age unknown","All","Unknown",NA
"Plainville","All","Gestational age unknown","All","Unmarried",NA
"Plainville","All","Gestational age unknown","College (13-16 yrs)","All","2014"
"Plainville","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Plainville","All","Gestational age unknown","Less than 12 years","All",NA
"Plainville","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Plainville","All","Gestational age unknown","Unknown","All",NA
"Plainville","All","Less than 37 weeks","All","All","2014"
"Plainville","All","Less than 37 weeks","All","Married","2014"
"Plainville","All","Less than 37 weeks","All","Unknown",NA
"Plainville","All","Less than 37 weeks","All","Unmarried","2014"
"Plainville","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Plainville","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Plainville","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Plainville","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Plainville","All","Less than 37 weeks","Unknown","All",NA
"Plainville","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Plainville","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Plainville","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
